pathogen,split,memory_window,behaviour_function,r,alpha,vaccine_efficacy,final_cases,final_deaths,peak_cases,epidemic_duration,vaccinations_administered
sarscov2,"[0.30000000000000004, 0.0, 0.7000000000000001]",0,deaths,"[0.0, 1.0, 2.0]",1.0,0.5,74675.94043770913,333.6000569253239,74675,301,87461.90680237954
sarscov2,"[0.30000000000000004, 0.0, 0.7000000000000001]",0,deaths,"[0.0, 1.0, 2.0]",2.0,0.5,69216.21095494862,277.9784337800404,69215,339,94759.24586697682
sarscov2,"[0.30000000000000004, 0.0, 0.7000000000000001]",0,cases_within,"[0.0, 1.0, 2.0]",0.1,0.5,81239.31765323266,410.4431300268633,81239,268,68691.06105581232
sarscov2,"[0.30000000000000004, 0.0, 0.7000000000000001]",0,cases_within,"[0.0, 1.0, 2.0]",1.0,0.5,74603.59423425159,332.791309805884,74603,303,88227.82154098176
sarscov2,"[0.30000000000000004, 0.0, 0.7000000000000001]",0,cases_within,"[0.0, 1.0, 2.0]",2.0,0.5,69551.47521206675,281.15153354046015,69550,340,94821.44191082113
sarscov2,"[0.30000000000000004, 0.0, 0.7000000000000001]",0,deaths_within,"[0.0, 1.0, 2.0]",0.1,0.5,81271.85518506776,410.86128379602405,81271,268,68710.03465836876
sarscov2,"[0.30000000000000004, 0.0, 0.7000000000000001]",0,deaths_within,"[0.0, 1.0, 2.0]",1.0,0.5,74494.55435896988,331.6938845638641,74494,302,89638.61069867713
sarscov2,"[0.30000000000000004, 0.0, 0.7000000000000001]",0,deaths_within,"[0.0, 1.0, 2.0]",2.0,0.5,68904.25891109642,275.0947027349829,68903,340,96492.69973960261
sarscov2,"[0.30000000000000004, 0.05, 0.65]",0,cases,"[0.0, 1.0, 2.0]",0.1,0.5,81687.68192279983,416.13222470081337,81686,266,66830.16049086697
sarscov2,"[0.30000000000000004, 0.05, 0.65]",0,cases,"[0.0, 1.0, 2.0]",1.0,0.5,75291.5456852774,340.2158131236299,75291,301,84653.06285720279
sarscov2,"[0.30000000000000004, 0.05, 0.65]",0,cases,"[0.0, 1.0, 2.0]",2.0,0.5,70334.18360239115,288.6407510601148,70333,336,91982.54069899517
sarscov2,"[0.30000000000000004, 0.05, 0.65]",0,deaths,"[0.0, 1.0, 2.0]",0.1,0.5,81696.38559908685,416.25712278163275,81695,266,67224.39720590039
sarscov2,"[0.30000000000000004, 0.05, 0.65]",0,deaths,"[0.0, 1.0, 2.0]",1.0,0.5,75018.39148504636,337.33741639070047,75016,299,87137.16699801106
sarscov2,"[0.30000000000000004, 0.05, 0.65]",0,deaths,"[0.0, 1.0, 2.0]",2.0,0.5,69473.68816333037,280.4535219010369,69472,337,94675.66670522054
sarscov2,"[0.30000000000000004, 0.05, 0.65]",0,cases_within,"[0.0, 1.0, 2.0]",0.1,0.5,81643.56456932974,415.5820676635043,81642,266,67671.28912791981
sarscov2,"[0.30000000000000004, 0.05, 0.65]",0,cases_within,"[0.0, 1.0, 2.0]",1.0,0.5,74937.16793519586,336.4190922192065,74936,301,87766.81168728061
sarscov2,"[0.30000000000000004, 0.05, 0.65]",0,cases_within,"[0.0, 1.0, 2.0]",2.0,0.5,69808.15667371206,283.6289295195514,69806,338,94607.49568521758
sarscov2,"[0.30000000000000004, 0.05, 0.65]",0,deaths_within,"[0.0, 1.0, 2.0]",0.1,0.5,81679.02049900274,416.04177010354,81677,266,67696.06487545981
sarscov2,"[0.30000000000000004, 0.05, 0.65]",0,deaths_within,"[0.0, 1.0, 2.0]",1.0,0.5,74847.77060374469,335.5297045494708,74846,299,89173.11527311339
sarscov2,"[0.30000000000000004, 0.05, 0.65]",0,deaths_within,"[0.0, 1.0, 2.0]",2.0,0.5,69180.10252914776,277.722982490834,69179,337,96316.99420326734
sarscov2,"[0.30000000000000004, 0.1, 0.6000000000000001]",0,cases,"[0.0, 1.0, 2.0]",0.1,0.5,82083.79713658386,421.2216377537156,82082,264,65831.82858138863
sarscov2,"[0.30000000000000004, 0.1, 0.6000000000000001]",0,cases,"[0.0, 1.0, 2.0]",1.0,0.5,75604.47913107721,343.6787710276303,75604,299,84307.14444157762
sarscov2,"[0.30000000000000004, 0.1, 0.6000000000000001]",0,cases,"[0.0, 1.0, 2.0]",2.0,0.5,70565.50290886551,290.92028641099347,70564,334,91863.49916257488
sarscov2,"[0.30000000000000004, 0.1, 0.6000000000000001]",0,deaths,"[0.0, 1.0, 2.0]",0.1,0.5,82095.5802128258,421.3871859651073,82094,264,66220.78865944323
sarscov2,"[0.30000000000000004, 0.1, 0.6000000000000001]",0,deaths,"[0.0, 1.0, 2.0]",1.0,0.5,75349.72091897883,340.9819104570355,75349,297,86808.21503919752
sarscov2,"[0.30000000000000004, 0.1, 0.6000000000000001]",0,deaths,"[0.0, 1.0, 2.0]",2.0,0.5,69718.40827185231,282.8196572771986,69716,335,94589.63817384795
sarscov2,"[0.30000000000000004, 0.1, 0.6000000000000001]",0,cases_within,"[0.0, 1.0, 2.0]",0.1,0.5,82042.03900475087,420.6958085319216,82041,264,66637.37181227114
sarscov2,"[0.30000000000000004, 0.1, 0.6000000000000001]",0,cases_within,"[0.0, 1.0, 2.0]",1.0,0.5,75267.53459900926,340.04029347138976,75266,299,87296.8264527421
sarscov2,"[0.30000000000000004, 0.1, 0.6000000000000001]",0,cases_within,"[0.0, 1.0, 2.0]",2.0,0.5,70063.34609600806,286.1069571814894,70062,336,94388.91233493527
sarscov2,"[0.30000000000000004, 0.1, 0.6000000000000001]",0,deaths_within,"[0.0, 1.0, 2.0]",0.1,0.5,82079.25942750808,421.18277436756154,82077,264,66669.14255112992
sarscov2,"[0.30000000000000004, 0.1, 0.6000000000000001]",0,deaths_within,"[0.0, 1.0, 2.0]",1.0,0.5,75188.6247170655,339.26093350414124,75187,297,88754.96037929608
sarscov2,"[0.30000000000000004, 0.1, 0.6000000000000001]",0,deaths_within,"[0.0, 1.0, 2.0]",2.0,0.5,69439.71026321124,280.21130889842107,69439,335,96161.99989417242
sarscov2,"[0.30000000000000004, 0.15000000000000002, 0.55]",0,cases,"[0.0, 1.0, 2.0]",0.1,0.5,82474.29940279786,426.2854434896921,82473,263,64888.56685693173
sarscov2,"[0.30000000000000004, 0.15000000000000002, 0.55]",0,cases,"[0.0, 1.0, 2.0]",1.0,0.5,75913.66699129171,347.12555525243965,75912,297,83955.47790310187
sarscov2,"[0.30000000000000004, 0.15000000000000002, 0.55]",0,cases,"[0.0, 1.0, 2.0]",2.0,0.5,70794.39776228578,293.18838596402975,70793,332,91741.68634113419
sarscov2,"[0.30000000000000004, 0.15000000000000002, 0.55]",0,deaths,"[0.0, 1.0, 2.0]",0.1,0.5,82489.14342498548,426.49235778129747,82488,262,65203.035603987795
sarscov2,"[0.30000000000000004, 0.15000000000000002, 0.55]",0,deaths,"[0.0, 1.0, 2.0]",1.0,0.5,75677.9416588725,344.6203329719423,75677,295,86471.70142044175
sarscov2,"[0.30000000000000004, 0.15000000000000002, 0.55]",0,deaths,"[0.0, 1.0, 2.0]",2.0,0.5,69961.98660527487,285.1883992402742,69960,333,94500.72792753065
sarscov2,"[0.30000000000000004, 0.15000000000000002, 0.55]",0,cases_within,"[0.0, 1.0, 2.0]",0.1,0.5,82434.95120774063,425.7851932796013,82434,263,65662.18669707174
sarscov2,"[0.30000000000000004, 0.15000000000000002, 0.55]",0,cases_within,"[0.0, 1.0, 2.0]",1.0,0.5,75594.74863538185,343.65489996203354,75594,297,86817.73264299767
sarscov2,"[0.30000000000000004, 0.15000000000000002, 0.55]",0,cases_within,"[0.0, 1.0, 2.0]",2.0,0.5,70317.20057546344,288.58698586776325,70316,334,94165.6026120417
sarscov2,"[0.30000000000000004, 0.15000000000000002, 0.55]",0,deaths_within,"[0.0, 1.0, 2.0]",0.1,0.5,82473.87318954346,426.29923453388915,82473,262,65627.7769905779
sarscov2,"[0.30000000000000004, 0.15000000000000002, 0.55]",0,deaths_within,"[0.0, 1.0, 2.0]",1.0,0.5,75526.53255353533,342.98956807246174,75525,295,88327.56429564388
sarscov2,"[0.30000000000000004, 0.15000000000000002, 0.55]",0,deaths_within,"[0.0, 1.0, 2.0]",2.0,0.5,69698.61207454436,282.70811081440246,69697,333,96003.09778632426
sarscov2,"[0.30000000000000004, 0.2, 0.5]",0,cases,"[0.0, 1.0, 2.0]",0.1,0.5,82859.23718249236,431.32317745240425,82857,261,63867.99740204098
sarscov2,"[0.30000000000000004, 0.2, 0.5]",0,cases,"[0.0, 1.0, 2.0]",1.0,0.5,76219.20528163947,350.556497350255,76218,295,83597.91457728884
sarscov2,"[0.30000000000000004, 0.2, 0.5]",0,cases,"[0.0, 1.0, 2.0]",2.0,0.5,71020.9330834654,295.44535887352754,71020,330,91617.04419476137
sarscov2,"[0.30000000000000004, 0.2, 0.5]",0,deaths,"[0.0, 1.0, 2.0]",0.1,0.5,82877.2852483392,431.57379733355236,82875,260,64170.98875448873
sarscov2,"[0.30000000000000004, 0.2, 0.5]",0,deaths,"[0.0, 1.0, 2.0]",1.0,0.5,76003.59772812488,348.25819843440934,76002,293,86127.23524450955
sarscov2,"[0.30000000000000004, 0.2, 0.5]",0,deaths,"[0.0, 1.0, 2.0]",2.0,0.5,70205.07929510028,287.5663569848195,70203,330,94378.59964957667
sarscov2,"[0.30000000000000004, 0.2, 0.5]",0,cases_within,"[0.0, 1.0, 2.0]",0.1,0.5,82822.3435081249,430.8496951375264,82821,261,64603.989422447994
sarscov2,"[0.30000000000000004, 0.2, 0.5]",0,cases_within,"[0.0, 1.0, 2.0]",1.0,0.5,75918.85686156375,347.26282925445554,75917,295,86329.39871966836
sarscov2,"[0.30000000000000004, 0.2, 0.5]",0,cases_within,"[0.0, 1.0, 2.0]",2.0,0.5,70569.71844714366,291.068844997603,70568,332,93937.47519416931
sarscov2,"[0.30000000000000004, 0.2, 0.5]",0,deaths_within,"[0.0, 1.0, 2.0]",0.1,0.5,82863.07259485201,431.3923211121913,82861,260,64571.8414108393
sarscov2,"[0.30000000000000004, 0.2, 0.5]",0,deaths_within,"[0.0, 1.0, 2.0]",1.0,0.5,75862.04172012712,346.7211883781014,75861,293,87890.56993131555
sarscov2,"[0.30000000000000004, 0.2, 0.5]",0,deaths_within,"[0.0, 1.0, 2.0]",2.0,0.5,69957.55479908668,285.2206495350586,69957,331,95840.17829312166
sarscov2,"[0.30000000000000004, 0.25, 0.45]",0,cases,"[0.0, 1.0, 2.0]",0.1,0.5,83238.81393658486,436.335712228392,83237,259,62834.12577813744
sarscov2,"[0.30000000000000004, 0.25, 0.45]",0,cases,"[0.0, 1.0, 2.0]",1.0,0.5,76521.18627244837,353.9719178319875,76520,293,83234.3043748669
sarscov2,"[0.30000000000000004, 0.25, 0.45]",0,cases,"[0.0, 1.0, 2.0]",2.0,0.5,71245.17157672247,297.6915070504034,71243,328,91489.51272377714
sarscov2,"[0.30000000000000004, 0.25, 0.45]",0,deaths,"[0.0, 1.0, 2.0]",0.1,0.5,83260.21131801858,436.6324635585407,83258,259,63203.17611627003
sarscov2,"[0.30000000000000004, 0.25, 0.45]",0,deaths,"[0.0, 1.0, 2.0]",1.0,0.5,76326.81180280288,351.8964293073556,76325,291,85774.59002561442
sarscov2,"[0.30000000000000004, 0.25, 0.45]",0,deaths,"[0.0, 1.0, 2.0]",2.0,0.5,70447.74745353979,289.95354378128087,70447,328,94282.37265635614
sarscov2,"[0.30000000000000004, 0.25, 0.45]",0,cases_within,"[0.0, 1.0, 2.0]",0.1,0.5,83204.41381300843,435.89012374635365,83204,259,63531.59053055203
sarscov2,"[0.30000000000000004, 0.25, 0.45]",0,cases_within,"[0.0, 1.0, 2.0]",1.0,0.5,76239.90563089756,350.86400755191346,76239,293,85831.69288153059
sarscov2,"[0.30000000000000004, 0.25, 0.45]",0,cases_within,"[0.0, 1.0, 2.0]",2.0,0.5,70820.89938515994,293.552376093474,70819,330,93704.43751899425
sarscov2,"[0.30000000000000004, 0.25, 0.45]",0,deaths_within,"[0.0, 1.0, 2.0]",0.1,0.5,83247.0617886747,436.462974292368,83246,259,63582.566137675516
sarscov2,"[0.30000000000000004, 0.25, 0.45]",0,deaths_within,"[0.0, 1.0, 2.0]",1.0,0.5,76195.25687565374,350.4565599552768,76194,291,87443.76539714013
sarscov2,"[0.30000000000000004, 0.25, 0.45]",0,deaths_within,"[0.0, 1.0, 2.0]",2.0,0.5,70214.72782288943,287.73121794385526,70214,329,95673.19976493555
sarscov2,"[0.30000000000000004, 0.30000000000000004, 0.4]",0,cases,"[0.0, 1.0, 2.0]",0.1,0.5,83613.17359056165,441.3234646385034,83612,257,61786.908556827286
sarscov2,"[0.30000000000000004, 0.30000000000000004, 0.4]",0,cases,"[0.0, 1.0, 2.0]",1.0,0.5,76819.69868848492,357.3721267349558,76819,291,82864.49570448823
sarscov2,"[0.30000000000000004, 0.30000000000000004, 0.4]",0,cases,"[0.0, 1.0, 2.0]",2.0,0.5,71467.23560579999,299.92746296184794,71466,327,91396.27329857551
sarscov2,"[0.30000000000000004, 0.30000000000000004, 0.4]",0,deaths,"[0.0, 1.0, 2.0]",0.1,0.5,83637.95649280629,441.66783439277094,83637,257,62146.65293963286
sarscov2,"[0.30000000000000004, 0.30000000000000004, 0.4]",0,deaths,"[0.0, 1.0, 2.0]",1.0,0.5,76647.64267371566,355.53525848598645,76645,289,85413.56101508235
sarscov2,"[0.30000000000000004, 0.30000000000000004, 0.4]",0,deaths,"[0.0, 1.0, 2.0]",2.0,0.5,70690.37115729935,292.3540145925441,70690,326,94183.0156676565
sarscov2,"[0.30000000000000004, 0.30000000000000004, 0.4]",0,cases_within,"[0.0, 1.0, 2.0]",0.1,0.5,83581.30093083372,440.9068378615806,83579,257,62444.976875773806
sarscov2,"[0.30000000000000004, 0.30000000000000004, 0.4]",0,cases_within,"[0.0, 1.0, 2.0]",1.0,0.5,76557.94080250262,354.45836918487396,76556,291,85324.48312742227
sarscov2,"[0.30000000000000004, 0.30000000000000004, 0.4]",0,cases_within,"[0.0, 1.0, 2.0]",2.0,0.5,71070.74313130631,296.03742042708507,71069,328,93466.39578478553
sarscov2,"[0.30000000000000004, 0.30000000000000004, 0.4]",0,deaths_within,"[0.0, 1.0, 2.0]",0.1,0.5,83625.8741279347,441.51065328893463,83625,257,62501.54635536298
sarscov2,"[0.30000000000000004, 0.30000000000000004, 0.4]",0,deaths_within,"[0.0, 1.0, 2.0]",1.0,0.5,76526.21634000576,354.1957270962211,76525,289,86986.95937675136
sarscov2,"[0.30000000000000004, 0.30000000000000004, 0.4]",0,deaths_within,"[0.0, 1.0, 2.0]",2.0,0.5,70474.0445107572,290.278288443429,70472,327,95501.92647132892
sarscov2,"[0.30000000000000004, 0.35000000000000003, 0.35000000000000003]",0,cases,"[0.0, 1.0, 2.0]",0.1,0.5,83982.45456515519,446.2868423778296,83981,255,60726.307133779745
sarscov2,"[0.30000000000000004, 0.35000000000000003, 0.35000000000000003]",0,cases,"[0.0, 1.0, 2.0]",1.0,0.5,77114.82789863233,360.7574241919625,77114,289,82488.33539894788
sarscov2,"[0.30000000000000004, 0.35000000000000003, 0.35000000000000003]",0,cases,"[0.0, 1.0, 2.0]",2.0,0.5,71687.0564677854,302.15280056993635,71686,325,91264.40047005008
sarscov2,"[0.30000000000000004, 0.35000000000000003, 0.35000000000000003]",0,deaths,"[0.0, 1.0, 2.0]",0.1,0.5,84010.69336739578,446.6805486854098,84009,255,61075.7123134209
sarscov2,"[0.30000000000000004, 0.35000000000000003, 0.35000000000000003]",0,deaths,"[0.0, 1.0, 2.0]",1.0,0.5,76966.0245803618,359.17350472515307,76965,287,85043.99563667629
sarscov2,"[0.30000000000000004, 0.35000000000000003, 0.35000000000000003]",0,deaths,"[0.0, 1.0, 2.0]",2.0,0.5,70932.59588697267,294.76427651665404,70930,324,94080.46633977909
sarscov2,"[0.30000000000000004, 0.35000000000000003, 0.35000000000000003]",0,cases_within,"[0.0, 1.0, 2.0]",0.1,0.5,83953.13858780118,445.9001903252388,83951,255,61344.14107297995
sarscov2,"[0.30000000000000004, 0.35000000000000003, 0.35000000000000003]",0,cases_within,"[0.0, 1.0, 2.0]",1.0,0.5,76873.06630839579,358.0462401087335,76872,290,84880.8532535939
sarscov2,"[0.30000000000000004, 0.35000000000000003, 0.35000000000000003]",0,cases_within,"[0.0, 1.0, 2.0]",2.0,0.5,71319.24995393271,298.5238236937392,71318,326,93223.25495787448
sarscov2,"[0.30000000000000004, 0.35000000000000003, 0.35000000000000003]",0,deaths_within,"[0.0, 1.0, 2.0]",0.1,0.5,83999.68067744971,446.5359762291904,83998,255,61405.90196815296
sarscov2,"[0.30000000000000004, 0.35000000000000003, 0.35000000000000003]",0,deaths_within,"[0.0, 1.0, 2.0]",1.0,0.5,76854.83515833538,357.9373312245912,76853,287,86520.0091408833
sarscov2,"[0.30000000000000004, 0.35000000000000003, 0.35000000000000003]",0,deaths_within,"[0.0, 1.0, 2.0]",2.0,0.5,70733.32826677857,292.84067226430943,70733,325,95326.31726768982
sarscov2,"[0.30000000000000004, 0.4, 0.30000000000000004]",0,cases,"[0.0, 1.0, 2.0]",0.1,0.5,84346.84226485362,451.2267291713113,84346,254,59741.39959112341
sarscov2,"[0.30000000000000004, 0.4, 0.30000000000000004]",0,cases,"[0.0, 1.0, 2.0]",1.0,0.5,77406.65608904125,364.12810091971596,77406,287,82105.6686481237
sarscov2,"[0.30000000000000004, 0.4, 0.30000000000000004]",0,cases,"[0.0, 1.0, 2.0]",2.0,0.5,71904.75132355076,304.36812644957706,71904,323,91129.46541279653
sarscov2,"[0.30000000000000004, 0.4, 0.30000000000000004]",0,deaths,"[0.0, 1.0, 2.0]",0.1,0.5,84378.51163250946,451.6704312527238,84377,253,59990.38786761101
sarscov2,"[0.30000000000000004, 0.4, 0.30000000000000004]",0,deaths,"[0.0, 1.0, 2.0]",1.0,0.5,77281.6718944502,362.8074160639782,77281,285,84665.84406885348
sarscov2,"[0.30000000000000004, 0.4, 0.30000000000000004]",0,deaths,"[0.0, 1.0, 2.0]",2.0,0.5,71173.94303611986,297.179510148733,71172,322,93974.66635989462
sarscov2,"[0.30000000000000004, 0.4, 0.30000000000000004]",0,cases_within,"[0.0, 1.0, 2.0]",0.1,0.5,84320.10788503336,450.8710118640304,84318,254,60321.9710073414
sarscov2,"[0.30000000000000004, 0.4, 0.30000000000000004]",0,cases_within,"[0.0, 1.0, 2.0]",1.0,0.5,77185.21019654354,361.6268088240438,77184,288,84357.24059551641
sarscov2,"[0.30000000000000004, 0.4, 0.30000000000000004]",0,cases_within,"[0.0, 1.0, 2.0]",2.0,0.5,71566.42112149755,301.01144099518467,71565,324,92974.9187714999
sarscov2,"[0.30000000000000004, 0.4, 0.30000000000000004]",0,deaths_within,"[0.0, 1.0, 2.0]",0.1,0.5,84368.57007373174,451.5387533305196,84367,253,60295.68912381515
sarscov2,"[0.30000000000000004, 0.4, 0.30000000000000004]",0,deaths_within,"[0.0, 1.0, 2.0]",1.0,0.5,77180.8110407389,361.6774705619397,77179,285,86042.86916808273
sarscov2,"[0.30000000000000004, 0.4, 0.30000000000000004]",0,deaths_within,"[0.0, 1.0, 2.0]",2.0,0.5,70992.06640560881,295.4133167125196,70990,323,95146.27275690943
sarscov2,"[0.30000000000000004, 0.45, 0.25]",0,cases,"[0.0, 1.0, 2.0]",0.1,0.5,84706.36141742682,456.1425634989586,84704,252,58658.231307946946
sarscov2,"[0.30000000000000004, 0.45, 0.25]",0,cases,"[0.0, 1.0, 2.0]",1.0,0.5,77695.32062304961,367.48483403766784,77694,286,81789.82044552278
sarscov2,"[0.30000000000000004, 0.45, 0.25]",0,cases,"[0.0, 1.0, 2.0]",2.0,0.5,72120.37264368935,306.5736914666328,72119,321,90991.40151482684
sarscov2,"[0.30000000000000004, 0.45, 0.25]",0,deaths,"[0.0, 1.0, 2.0]",0.1,0.5,84741.49781932731,456.6370815266962,84740,252,58986.084209743596
sarscov2,"[0.30000000000000004, 0.45, 0.25]",0,deaths,"[0.0, 1.0, 2.0]",1.0,0.5,77593.86566367227,366.42808706936205,77592,283,84279.27373061518
sarscov2,"[0.30000000000000004, 0.45, 0.25]",0,deaths,"[0.0, 1.0, 2.0]",2.0,0.5,71413.29638366765,299.5880511444219,71412,321,93902.72155333876
sarscov2,"[0.30000000000000004, 0.45, 0.25]",0,cases_within,"[0.0, 1.0, 2.0]",0.1,0.5,84682.22957965409,455.8186941985721,84681,252,59196.81113360779
sarscov2,"[0.30000000000000004, 0.45, 0.25]",0,cases_within,"[0.0, 1.0, 2.0]",1.0,0.5,77494.47501108574,365.20040918106974,77494,286,83823.77375168087
sarscov2,"[0.30000000000000004, 0.45, 0.25]",0,cases_within,"[0.0, 1.0, 2.0]",2.0,0.5,71812.25850870062,303.5001331275112,71811,322,92721.28972978823
sarscov2,"[0.30000000000000004, 0.45, 0.25]",0,deaths_within,"[0.0, 1.0, 2.0]",0.1,0.5,84732.60907930118,456.5183109562123,84731,252,59268.532523647635
sarscov2,"[0.30000000000000004, 0.45, 0.25]",0,deaths_within,"[0.0, 1.0, 2.0]",1.0,0.5,77503.24515536423,365.4051915109148,77503,283,85555.77300122124
sarscov2,"[0.30000000000000004, 0.45, 0.25]",0,deaths_within,"[0.0, 1.0, 2.0]",2.0,0.5,71249.43446754254,297.9879039194884,71248,321,94961.69308565155
sarscov2,"[0.30000000000000004, 0.5, 0.2]",0,cases,"[0.0, 1.0, 2.0]",0.1,0.5,85061.18688520405,461.0351951969604,85059,250,57561.599286155986
sarscov2,"[0.30000000000000004, 0.5, 0.2]",0,cases,"[0.0, 1.0, 2.0]",1.0,0.5,77980.78222683189,370.827115429121,77979,284,81396.9174002206
sarscov2,"[0.30000000000000004, 0.5, 0.2]",0,cases,"[0.0, 1.0, 2.0]",2.0,0.5,72334.03370871782,308.77009381737,72333,320,90893.72916654503
sarscov2,"[0.30000000000000004, 0.5, 0.2]",0,deaths,"[0.0, 1.0, 2.0]",0.1,0.5,85088.63830118152,461.4265973390313,85087,250,57897.24550839377
sarscov2,"[0.30000000000000004, 0.5, 0.2]",0,deaths,"[0.0, 1.0, 2.0]",1.0,0.5,77808.48848959558,368.9297808825786,77807,282,84008.99674523836
sarscov2,"[0.30000000000000004, 0.5, 0.2]",0,deaths,"[0.0, 1.0, 2.0]",2.0,0.5,71508.74418787377,300.5491090758275,71507,320,93835.1003805763
sarscov2,"[0.30000000000000004, 0.5, 0.2]",0,cases_within,"[0.0, 1.0, 2.0]",0.1,0.5,85039.67491356339,460.74403958276855,85038,250,58057.44430110701
sarscov2,"[0.30000000000000004, 0.5, 0.2]",0,cases_within,"[0.0, 1.0, 2.0]",1.0,0.5,77800.90438413568,368.7670032148464,77800,284,83280.32062483196
sarscov2,"[0.30000000000000004, 0.5, 0.2]",0,cases_within,"[0.0, 1.0, 2.0]",2.0,0.5,72056.8270955241,305.99011666194684,72055,321,92506.82846276456
sarscov2,"[0.30000000000000004, 0.5, 0.2]",0,deaths_within,"[0.0, 1.0, 2.0]",0.1,0.5,85081.24358716584,461.3271520249507,85079,250,58153.44184427781
sarscov2,"[0.30000000000000004, 0.5, 0.2]",0,deaths_within,"[0.0, 1.0, 2.0]",1.0,0.5,77731.53854496135,368.0581684736175,77729,282,85182.65922780937
sarscov2,"[0.30000000000000004, 0.5, 0.2]",0,deaths_within,"[0.0, 1.0, 2.0]",2.0,0.5,71366.12307051907,299.1547568880335,71365,320,94814.49060522915
sarscov2,"[0.30000000000000004, 0.55, 0.15000000000000002]",0,cases,"[0.0, 1.0, 2.0]",0.1,0.5,85411.48905986827,465.9055034934829,85410,249,56552.94092948421
sarscov2,"[0.30000000000000004, 0.55, 0.15000000000000002]",0,cases,"[0.0, 1.0, 2.0]",1.0,0.5,78263.1716943143,374.1555938332006,78262,282,80997.07654813436
sarscov2,"[0.30000000000000004, 0.55, 0.15000000000000002]",0,cases,"[0.0, 1.0, 2.0]",2.0,0.5,72545.65814396647,310.9568581357236,72545,318,90750.89264504112
sarscov2,"[0.30000000000000004, 0.55, 0.15000000000000002]",0,deaths,"[0.0, 1.0, 2.0]",0.1,0.5,85441.65209983662,466.3378360343696,85440,248,56774.93018681003
sarscov2,"[0.30000000000000004, 0.55, 0.15000000000000002]",0,deaths,"[0.0, 1.0, 2.0]",1.0,0.5,78109.09864636444,372.458833888424,78107,280,83611.81729137721
sarscov2,"[0.30000000000000004, 0.55, 0.15000000000000002]",0,deaths,"[0.0, 1.0, 2.0]",2.0,0.5,71736.06031663007,302.85444830732825,71734,318,93722.63140481689
sarscov2,"[0.30000000000000004, 0.55, 0.15000000000000002]",0,cases_within,"[0.0, 1.0, 2.0]",0.1,0.5,85392.61093432955,465.647882285599,85391,249,57008.569959036584
sarscov2,"[0.30000000000000004, 0.55, 0.15000000000000002]",0,cases_within,"[0.0, 1.0, 2.0]",1.0,0.5,78104.59839566457,372.3269490064449,78104,283,82811.74329766969
sarscov2,"[0.30000000000000004, 0.55, 0.15000000000000002]",0,cases_within,"[0.0, 1.0, 2.0]",2.0,0.5,72300.00536210412,308.4805678760739,72298,319,92244.09746517254
sarscov2,"[0.30000000000000004, 0.55, 0.15000000000000002]",0,deaths_within,"[0.0, 1.0, 2.0]",0.1,0.5,85435.31933662576,466.2519926010897,85433,248,57005.697676835756
sarscov2,"[0.30000000000000004, 0.55, 0.15000000000000002]",0,deaths_within,"[0.0, 1.0, 2.0]",1.0,0.5,78042.64611075587,371.7010748364645,78041,280,84681.80404070232
sarscov2,"[0.30000000000000004, 0.55, 0.15000000000000002]",0,deaths_within,"[0.0, 1.0, 2.0]",2.0,0.5,71611.65940822,301.63205745391247,71610,318,94622.75690420071
sarscov2,"[0.30000000000000004, 0.6000000000000001, 0.1]",0,cases,"[0.0, 1.0, 2.0]",0.1,0.5,85757.28090155195,470.7528626870106,85756,247,55433.63300687363
sarscov2,"[0.30000000000000004, 0.6000000000000001, 0.1]",0,cases,"[0.0, 1.0, 2.0]",1.0,0.5,78542.61718009558,377.47092605871876,78541,281,80673.00902573403
sarscov2,"[0.30000000000000004, 0.6000000000000001, 0.1]",0,cases,"[0.0, 1.0, 2.0]",2.0,0.5,72755.41601386262,313.13491046882626,72753,317,90649.86862538019
sarscov2,"[0.30000000000000004, 0.6000000000000001, 0.1]",0,deaths,"[0.0, 1.0, 2.0]",0.1,0.5,85790.18377259158,471.2266982396646,85789,247,55746.00605628841
sarscov2,"[0.30000000000000004, 0.6000000000000001, 0.1]",0,deaths,"[0.0, 1.0, 2.0]",1.0,0.5,78406.40551728224,375.9733163320119,78405,279,83291.0981968214
sarscov2,"[0.30000000000000004, 0.6000000000000001, 0.1]",0,deaths,"[0.0, 1.0, 2.0]",2.0,0.5,71961.22182638853,305.15007659743367,71960,316,93576.39379524316
sarscov2,"[0.30000000000000004, 0.6000000000000001, 0.1]",0,cases_within,"[0.0, 1.0, 2.0]",0.1,0.5,85741.04757898573,470.52955726092995,85740,247,55844.95265341023
sarscov2,"[0.30000000000000004, 0.6000000000000001, 0.1]",0,cases_within,"[0.0, 1.0, 2.0]",1.0,0.5,78405.48584255669,375.8794450948803,78404,281,82251.09384675755
sarscov2,"[0.30000000000000004, 0.6000000000000001, 0.1]",0,cases_within,"[0.0, 1.0, 2.0]",2.0,0.5,72541.85869648797,310.9717076502115,72540,317,91975.80949640243
sarscov2,"[0.30000000000000004, 0.6000000000000001, 0.1]",0,deaths_within,"[0.0, 1.0, 2.0]",0.1,0.5,85784.90967937958,471.15466852493915,85783,247,55953.01245888595
sarscov2,"[0.30000000000000004, 0.6000000000000001, 0.1]",0,deaths_within,"[0.0, 1.0, 2.0]",1.0,0.5,78350.48507375707,375.3316474529297,78348,279,84259.4154635169
