,pathogen,memory_window,behaviour_function,r,alpha,vaccine_efficacy,final_cases,final_deaths,peak_cases,peak_deaths,epidemic_duration,vaccinations_administered
196,sarscov2,7,deaths,0.0,2.0,0.5,77655.837324517,367.11640809062504,16929.38149875468,367.11640809062504,283,79704.4319960676
197,sarscov2,7,deaths,0.0,2.0,0.9,17177.654793242513,87.31503999555517,2492.9818850783395,87.31503999555517,292,93036.9743593801
198,sarscov2,7,deaths,1.0,0.0,0.25,91010.02898775166,527.5057337978067,26382.70361335372,527.5057337978067,232,67413.7241771022
199,sarscov2,7,deaths,1.0,0.0,0.5,83725.97222703684,443.0238283211568,21273.579206404334,443.0238283211568,254,70799.25214366765
200,sarscov2,7,deaths,1.0,0.0,0.9,51635.45826102901,289.5128136478206,10512.261589008733,289.5128136478206,273,73580.0003213479
201,sarscov2,7,deaths,1.0,1.0,0.25,89331.28793345086,490.34800648326177,24369.796031459045,490.34800648326177,242,82892.58860089752
202,sarscov2,7,deaths,1.0,1.0,0.5,76033.81584645528,348.7292082009027,15947.884730355361,348.7292082009027,291,88509.87614440346
203,sarscov2,7,deaths,1.0,1.0,0.9,12734.786437542165,64.0719955248661,1741.7038880743562,64.0719955248661,295,93966.34277865606
204,sarscov2,7,deaths,1.0,2.0,0.25,88274.78431499319,467.6444100820903,23083.60947104024,467.6444100820903,250,89170.18150090842
205,sarscov2,7,deaths,1.0,2.0,0.5,70370.92640721155,289.2587981838027,12495.697672970522,289.2587981838027,328,94565.10776535672
206,sarscov2,7,deaths,1.0,2.0,0.9,1988.5116209090522,9.58318155435684,281.4230618441645,9.58318155435684,235,96340.75745637881
207,sarscov2,7,deaths,2.0,0.0,0.25,88829.27461954381,479.7902179799868,23830.89705500885,479.7902179799868,245,90602.16555768793
208,sarscov2,7,deaths,2.0,0.0,0.5,74230.44337282961,329.085496674954,14907.75171982783,329.085496674954,300,94532.7189258973
209,sarscov2,7,deaths,2.0,0.0,0.9,9113.497963060046,45.46805498902289,1189.1918257059497,45.46805498902289,295,94636.3268400189
210,sarscov2,7,deaths,2.0,1.0,0.25,87851.47685321522,458.99616509165185,22632.883502299548,458.99616509165185,253,94494.26048683032
211,sarscov2,7,deaths,2.0,1.0,0.5,68694.64163892367,273.26477997268637,11666.586827225201,273.26477997268637,339,97943.08904840404
212,sarscov2,7,deaths,2.0,1.0,0.9,1450.0623531086749,6.976332982731176,204.8150126148525,6.976332982731176,228,96345.70135185006
213,sarscov2,7,deaths,2.0,2.0,0.25,87231.13668770177,445.9776105215072,21866.681849295237,445.9776105215072,258,96287.93804175293
214,sarscov2,7,deaths,2.0,2.0,0.5,65114.53172843653,240.75989583933452,9712.851387819952,240.75989583933452,373,99065.05458951893
215,sarscov2,7,deaths,2.0,2.0,0.9,472.0856058468243,2.2239576553246962,75.58279117943832,2.2239576553246962,180,96709.25085114902
216,sarscov2,1,cases,0.0,0.0,0.25,94108.90111345668,600.4094834027405,30086.88221586075,600.4094834027405,217,0.0
217,sarscov2,1,cases,0.0,0.0,0.5,94108.90111345668,600.4094834027405,30086.88221586075,600.4094834027405,217,0.0
218,sarscov2,1,cases,0.0,0.0,0.9,94108.90111345668,600.4094834027405,30086.88221586075,600.4094834027405,217,0.0
219,sarscov2,1,cases,0.0,1.0,0.25,91448.37449086527,537.0954908015547,26804.31731667785,537.0954908015547,230,51533.06291953512
220,sarscov2,1,cases,0.0,1.0,0.5,85035.88370133568,460.61996782099436,22095.936754112292,460.61996782099436,251,53778.84266884236
221,sarscov2,1,cases,0.0,1.0,0.9,53796.53722915136,303.88829627443937,11102.31834677063,303.88829627443937,275,66208.11516800115
222,sarscov2,1,cases,0.0,2.0,0.25,89913.14090232697,502.4719946678117,24930.257112942036,502.4719946678117,240,68570.44559914482
223,sarscov2,1,cases,0.0,2.0,0.5,78422.46620296933,375.81978306736175,17154.589953124647,375.81978306736175,285,72853.12476577294
224,sarscov2,1,cases,0.0,2.0,0.9,13773.671053629068,70.02220996918454,1741.4620825187121,70.02220996918454,324,89831.2607335205
225,sarscov2,1,cases,1.0,0.0,0.25,91010.02898775166,527.5057337978067,26382.70361335372,527.5057337978067,232,67413.7241771022
226,sarscov2,1,cases,1.0,0.0,0.5,83725.97222703684,443.0238283211568,21273.579206404334,443.0238283211568,254,70799.25214366765
227,sarscov2,1,cases,1.0,0.0,0.9,51635.45826102901,289.5128136478206,10512.261589008733,289.5128136478206,273,73580.0003213479
228,sarscov2,1,cases,1.0,1.0,0.25,89384.93515910572,491.35285508558513,24399.733447067912,491.35285508558513,243,81530.84776759702
229,sarscov2,1,cases,1.0,1.0,0.5,76427.26880039074,353.02925919533084,16068.79175401264,353.02925919533084,291,86418.57769474424
230,sarscov2,1,cases,1.0,1.0,0.9,11266.15104437252,56.72495765988225,1442.3518565887296,56.72495765988225,309,92543.91774596686
231,sarscov2,1,cases,1.0,2.0,0.25,88425.82383570528,470.65427709367236,23223.376458648454,470.65427709367236,250,87412.97085987138
232,sarscov2,1,cases,1.0,2.0,0.5,71487.47672236181,300.2073721997632,12978.037998625803,300.2073721997632,325,92514.37988478866
233,sarscov2,1,cases,1.0,2.0,0.9,1480.5197488253193,7.1907208742278375,192.11163483326774,7.1907208742278375,246,94378.06301583265
234,sarscov2,1,cases,2.0,0.0,0.25,88829.27461954381,479.7902179799868,23830.89705500885,479.7902179799868,245,90602.16555768793
235,sarscov2,1,cases,2.0,0.0,0.5,74230.44337282961,329.085496674954,14907.75171982783,329.085496674954,300,94532.7189258973
236,sarscov2,1,cases,2.0,0.0,0.9,9113.497963060046,45.46805498902289,1189.1918257059497,45.46805498902289,295,94636.3268400189
237,sarscov2,1,cases,2.0,1.0,0.25,87909.1586420847,460.1244418744741,22691.07945374833,460.1244418744741,253,94060.48666056896
238,sarscov2,1,cases,2.0,1.0,0.5,69167.86161061528,277.7056444062044,11864.323570589453,277.7056444062044,337,97562.34533896633
239,sarscov2,1,cases,2.0,1.0,0.9,1223.4784431996402,5.909615650156444,165.79263408470499,5.909615650156444,232,95413.92877805122
240,sarscov2,1,cases,2.0,2.0,0.25,87347.12438810644,448.2896410225722,21977.596592221627,448.2896410225722,258,95739.57735959542
241,sarscov2,1,cases,2.0,2.0,0.5,65993.60831920439,248.42805922492738,10106.342332080032,248.42805922492738,368,98717.56964067591
242,sarscov2,1,cases,2.0,2.0,0.9,353.43284893389693,1.6794473062958226,53.117164544100696,1.6794473062958226,183,95163.42208321083
243,sarscov2,1,deaths,0.0,0.0,0.25,94108.90111345668,600.4094834027405,30086.88221586075,600.4094834027405,217,0.0
244,sarscov2,1,deaths,0.0,0.0,0.5,94108.90111345668,600.4094834027405,30086.88221586075,600.4094834027405,217,0.0
245,sarscov2,1,deaths,0.0,0.0,0.9,94108.90111345668,600.4094834027405,30086.88221586075,600.4094834027405,217,0.0
246,sarscov2,1,deaths,0.0,1.0,0.25,91493.78191849963,538.3776141365119,26928.860070557945,538.3776141365119,229,54117.776225643924
247,sarscov2,1,deaths,0.0,1.0,0.5,85176.20505305487,462.72499394409493,22380.437459925437,462.72499394409493,248,59033.90368906362
248,sarscov2,1,deaths,0.0,1.0,0.9,56756.46546782108,322.3247095617729,12407.636381936842,322.3247095617729,261,69800.95250570556
249,sarscov2,1,deaths,0.0,2.0,0.25,89829.84814029727,500.9667292521036,24912.039045179532,500.9667292521036,239,72237.5737282611
250,sarscov2,1,deaths,0.0,2.0,0.5,77774.19368745587,368.4847103387158,16998.705108496408,368.4847103387158,282,79340.35476286207
251,sarscov2,1,deaths,0.0,2.0,0.9,17298.33055073345,87.95545174619329,2513.8732267149107,87.95545174619329,292,92983.68760119015
252,sarscov2,1,deaths,1.0,0.0,0.25,91010.02898775166,527.5057337978067,26382.70361335372,527.5057337978067,232,67413.7241771022
253,sarscov2,1,deaths,1.0,0.0,0.5,83725.97222703684,443.0238283211568,21273.579206404334,443.0238283211568,254,70799.25214366765
254,sarscov2,1,deaths,1.0,0.0,0.9,51635.45826102901,289.5128136478206,10512.261589008733,289.5128136478206,273,73580.0003213479
255,sarscov2,1,deaths,1.0,1.0,0.25,89351.96724233273,490.79193116618444,24395.056655128217,490.79193116618444,242,82726.69555021929
256,sarscov2,1,deaths,1.0,1.0,0.5,76100.50124072854,349.47156140026294,15985.677891662544,349.47156140026294,290,88321.04863435715
257,sarscov2,1,deaths,1.0,1.0,0.9,12788.485737974468,64.35108497699491,1750.0311964788273,64.35108497699491,295,93941.85886790536
258,sarscov2,1,deaths,1.0,2.0,0.25,88311.2557472661,468.412517438588,23129.386091655317,468.412517438588,250,88973.51642474704
259,sarscov2,1,deaths,1.0,2.0,0.5,70505.64308540503,290.57746888619147,12568.114357928049,290.57746888619147,327,94423.53795992331
260,sarscov2,1,deaths,1.0,2.0,0.9,2007.1326014811445,9.673886320298475,283.9715590168431,9.673886320298475,236,96355.41732132791
261,sarscov2,1,deaths,2.0,0.0,0.25,88829.27461954381,479.7902179799868,23830.89705500885,479.7902179799868,245,90602.16555768793
262,sarscov2,1,deaths,2.0,0.0,0.5,74230.44337282961,329.085496674954,14907.75171982783,329.085496674954,300,94532.7189258973
263,sarscov2,1,deaths,2.0,0.0,0.9,9113.497963060046,45.46805498902289,1189.1918257059497,45.46805498902289,295,94636.3268400189
264,sarscov2,1,deaths,2.0,1.0,0.25,87869.932718158,459.3817484509292,22655.86708797566,459.3817484509292,253,94431.34274170136
265,sarscov2,1,deaths,2.0,1.0,0.5,68764.74588107114,273.9251525507876,11703.268393411869,273.9251525507876,338,97897.5383504041
266,sarscov2,1,deaths,2.0,1.0,0.9,1456.5920633943788,7.00808376013423,205.70445572486,7.00808376013423,228,96328.8032066068
267,sarscov2,1,deaths,2.0,2.0,0.25,87260.82673960768,446.5933585330324,21902.026082599987,446.5933585330324,258,96210.06020818817
268,sarscov2,1,deaths,2.0,2.0,0.5,65228.38825676246,241.74959236404362,9771.488823581269,241.74959236404362,372,99034.68097637042
269,sarscov2,1,deaths,2.0,2.0,0.9,475.5332820807316,2.24038965767506,76.08860217596417,2.24038965767506,181,96738.60399416318
270,ebola,0,cases,0.0,0.0,0.25,88643.4473786162,34570.57800035722,18096.393880366915,34570.57800035722,248,0.0
271,ebola,0,cases,0.0,0.0,0.5,88643.4473786162,34570.57800035722,18096.393880366915,34570.57800035722,248,0.0
272,ebola,0,cases,0.0,0.0,0.9,88643.4473786162,34570.57800035722,18096.393880366915,34570.57800035722,248,0.0
273,ebola,0,cases,0.0,1.0,0.25,81904.57115890416,28983.388832114557,14109.578374097297,28983.388832114557,277,55087.74369873351
274,ebola,0,cases,0.0,1.0,0.5,66544.92206631802,21428.8165565525,8871.697840681752,21428.8165565525,324,62023.4324933801
275,ebola,0,cases,0.0,1.0,0.9,12146.999723805027,4273.200479518263,1038.3900811415797,4273.200479518263,333,76102.35519485871
276,ebola,0,cases,0.0,2.0,0.25,77774.85878754708,25994.976170890553,11972.851050879683,25994.976170890553,301,74111.71445608855
277,ebola,0,cases,0.0,2.0,0.5,46073.88461709577,12701.357148011404,3988.5950638969134,12701.357148011404,429,85123.9679595107
278,ebola,0,cases,0.0,2.0,0.9,396.04061633667493,136.63131691401372,40.65286250888001,136.63131691401372,192,82716.50961400777
279,ebola,0,cases,1.0,0.0,0.25,80748.85458345301,28137.86550365403,13596.566738325586,28137.86550365403,281,65063.90862117869
280,ebola,0,cases,1.0,0.0,0.5,62905.10672333004,19700.90157646042,7994.364921878798,19700.90157646042,331,71329.72941896332
281,ebola,0,cases,1.0,0.0,0.9,10517.06471572707,3692.141254975411,910.2238988616782,3692.141254975411,324,77968.13107742125
282,ebola,0,cases,1.0,1.0,0.25,76307.98219584598,25020.36270286167,11375.00012530443,25020.36270286167,307,82272.10593592344
283,ebola,0,cases,1.0,1.0,0.5,39415.40303273216,10352.549215391919,3091.383127572007,10352.549215391919,454,91964.06544931013
284,ebola,0,cases,1.0,1.0,0.9,367.1048200472604,126.550312520805,38.51512001327502,126.550312520805,187,83261.19341086896
285,ebola,0,cases,1.0,2.0,0.25,73756.31278595183,23362.891796852546,10175.042575024989,23362.891796852546,326,89068.79201725051
286,ebola,0,cases,1.0,2.0,0.5,23211.145341675066,5409.333759146225,1157.5264541467063,5409.333759146225,626,97750.79834692436
287,ebola,0,cases,1.0,2.0,0.9,91.44633655005435,31.121681877179622,11.7623377728664,31.121681877179622,126,83175.2570101397
288,ebola,0,cases,2.0,0.0,0.25,74830.09205490538,24066.91940258669,10779.803317485292,24066.91940258669,314,88175.68738900809
289,ebola,0,cases,2.0,0.0,0.5,32738.8827593432,8188.922357433898,2316.0146797494413,8188.922357433898,488,95759.91043363187
290,ebola,0,cases,2.0,0.0,0.9,341.3969609454453,117.59440980483659,36.574198760905865,117.59440980483659,182,83719.20712446721
291,ebola,0,cases,2.0,1.0,0.25,72414.19566784454,22540.50653960664,9654.462566702001,22540.50653960664,334,93137.94512438678
292,ebola,0,cases,2.0,1.0,0.5,17494.48218468071,3905.3153097307986,764.9103173147664,3905.3153097307986,703,98981.57537120291
293,ebola,0,cases,2.0,1.0,0.9,87.99666298627982,29.925359671400464,11.482406784083613,29.925359671400464,124,83574.50924585617
294,ebola,0,cases,2.0,2.0,0.25,71051.58423902017,21712.269139692606,9030.306557101125,21712.269139692606,348,95456.3672253038
295,ebola,0,cases,2.0,2.0,0.5,10116.423952970206,2134.378604477095,295.28112275480566,2134.378604477095,968,99664.87516314261
296,ebola,0,cases,2.0,2.0,0.9,41.88853939833126,14.035038059516227,6.365364898278612,14.035038059516227,94,83443.18511940117
297,ebola,0,deaths,0.0,0.0,0.25,88643.4473786162,34570.57800035722,18096.393880366915,34570.57800035722,248,0.0
298,ebola,0,deaths,0.0,0.0,0.5,88643.4473786162,34570.57800035722,18096.393880366915,34570.57800035722,248,0.0
299,ebola,0,deaths,0.0,0.0,0.9,88643.4473786162,34570.57800035722,18096.393880366915,34570.57800035722,248,0.0
300,ebola,0,deaths,0.0,1.0,0.25,81959.72707329327,29034.800273486497,14190.433086515255,29034.800273486497,275,56069.40810409805
301,ebola,0,deaths,0.0,1.0,0.5,66693.47280728,21513.7697305052,9062.74843957749,21513.7697305052,317,64141.8009481656
302,ebola,0,deaths,0.0,1.0,0.9,16993.28910521368,6001.5909948830185,1597.4886114846859,6001.5909948830185,320,75082.130627117
303,ebola,0,deaths,0.0,2.0,0.25,77471.77674133558,25797.335404815472,11883.119684469582,25797.335404815472,300,76323.90321219151
304,ebola,0,deaths,0.0,2.0,0.5,43816.82673833062,11886.386451856859,3789.4299583061793,11886.386451856859,423,88748.76318726917
305,ebola,0,deaths,0.0,2.0,0.9,774.5322404655889,267.17550726136574,82.7233082764007,267.17550726136574,203,85282.2407532721
306,ebola,0,deaths,1.0,0.0,0.25,80748.85458345301,28137.86550365403,13596.566738325586,28137.86550365403,281,65063.90862117869
307,ebola,0,deaths,1.0,0.0,0.5,62905.10672333004,19700.90157646042,7994.364921878798,19700.90157646042,331,71329.72941896332
308,ebola,0,deaths,1.0,0.0,0.9,10517.06471572707,3692.141254975411,910.2238988616782,3692.141254975411,324,77968.13107742125
309,ebola,0,deaths,1.0,1.0,0.25,76210.66403111457,24960.140279113788,11356.322387945507,24960.140279113788,306,82903.4303512778
310,ebola,0,deaths,1.0,1.0,0.5,38600.01843244643,10079.28130314293,3045.7102525705236,10079.28130314293,450,92837.40451786765
311,ebola,0,deaths,1.0,1.0,0.9,513.1359961556616,176.8822317149271,54.849604701387435,176.8822317149271,192,84448.88315112866
312,ebola,0,deaths,1.0,2.0,0.25,73457.26488305024,23179.363111346684,10069.749526440712,23179.363111346684,326,90024.31041799548
313,ebola,0,deaths,1.0,2.0,0.5,21416.77777581279,4924.128215291444,1056.3316814040636,4924.128215291444,632,98281.34378387724
314,ebola,0,deaths,1.0,2.0,0.9,147.41246454334987,50.25159583366393,19.274504297282693,50.25159583366393,136,85631.55021757053
315,ebola,0,deaths,2.0,0.0,0.25,74830.09205490538,24066.91940258669,10779.803317485292,24066.91940258669,314,88175.68738900809
316,ebola,0,deaths,2.0,0.0,0.5,32738.8827593432,8188.922357433898,2316.0146797494413,8188.922357433898,488,95759.91043363187
317,ebola,0,deaths,2.0,0.0,0.9,341.3969609454453,117.59440980483659,36.574198760905865,117.59440980483659,182,83719.20712446721
318,ebola,0,deaths,2.0,1.0,0.25,72298.21654062203,22470.886650108623,9613.499691239278,22470.886650108623,334,93398.26193007911
319,ebola,0,deaths,2.0,1.0,0.5,16978.204365143232,3774.8926366445294,740.6890800628191,3774.8926366445294,706,99051.82335093396
320,ebola,0,deaths,2.0,1.0,0.9,108.91728696612854,37.06790925130142,14.323877005092063,37.06790925130142,128,84633.53422245388
321,ebola,0,deaths,2.0,2.0,0.25,70836.46576945095,21585.410589660823,8944.995535133721,21585.410589660823,348,95830.59419611578
322,ebola,0,deaths,2.0,2.0,0.5,9605.17313556172,2018.114310279137,277.8863410732968,2018.114310279137,981,99698.13649994822
323,ebola,0,deaths,2.0,2.0,0.9,58.57655074271402,19.69343030209444,8.938731027056745,19.69343030209444,101,85497.6428571818
324,ebola,56,cases,0.0,0.0,0.25,88643.4473786162,34570.57800035722,18096.393880366915,34570.57800035722,248,0.0
325,ebola,56,cases,0.0,0.0,0.5,88643.4473786162,34570.57800035722,18096.393880366915,34570.57800035722,248,0.0
326,ebola,56,cases,0.0,0.0,0.9,88643.4473786162,34570.57800035722,18096.393880366915,34570.57800035722,248,0.0
327,ebola,56,cases,0.0,1.0,0.25,81913.36533393755,28989.29236358685,14111.493177467677,28989.29236358685,278,53059.61747471698
328,ebola,56,cases,0.0,1.0,0.5,66604.87098540281,21456.866394281897,8877.98825626938,21456.866394281897,325,59071.83036810058
329,ebola,56,cases,0.0,1.0,0.9,12213.830855131913,4297.339999185785,1040.523331482076,4297.339999185785,336,75130.59558473834
330,ebola,56,cases,0.0,2.0,0.25,77800.2360147768,26010.993286314515,11978.995804198945,26010.993286314515,301,71537.14346556793
331,ebola,56,cases,0.0,2.0,0.5,46481.60319442752,12850.10816642092,4021.7941048047933,12850.10816642092,435,81700.50307966312
332,ebola,56,cases,0.0,2.0,0.9,398.11322623290334,137.37449001431656,40.67835560343251,137.37449001431656,194,82093.92644936878
333,ebola,56,cases,1.0,0.0,0.25,80748.85458345301,28137.86550365403,13596.566738325586,28137.86550365403,281,65063.90862117869
334,ebola,56,cases,1.0,0.0,0.5,62905.10672333004,19700.90157646042,7994.364921878798,19700.90157646042,331,71329.72941896332
335,ebola,56,cases,1.0,0.0,0.9,10517.06471572707,3692.141254975411,910.2238988616782,3692.141254975411,324,77968.13107742125
336,ebola,56,cases,1.0,1.0,0.25,76321.46242057226,25028.68573994973,11378.263900905997,25028.68573994973,307,81472.39405751796
337,ebola,56,cases,1.0,1.0,0.5,39641.59767784469,10428.658574757515,3107.938017098001,10428.658574757515,456,91167.75187310611
338,ebola,56,cases,1.0,1.0,0.9,367.90432797087817,126.82935224448143,38.52535324493904,126.82935224448143,187,82842.95227912624
339,ebola,56,cases,1.0,2.0,0.25,73782.58138271357,23378.54432716759,10182.053021915097,23378.54432716759,326,88277.32121097088
340,ebola,56,cases,1.0,2.0,0.5,23834.575414306735,5580.321581904078,1190.6626490938713,5580.321581904078,626,97269.8246285991
341,ebola,56,cases,1.0,2.0,0.9,91.55420807994047,31.15762856957857,11.7623377728664,31.15762856957857,126,82829.19773157552
342,ebola,56,cases,2.0,0.0,0.25,74830.09205490538,24066.91940258669,10779.803317485292,24066.91940258669,314,88175.68738900809
343,ebola,56,cases,2.0,0.0,0.5,32738.8827593432,8188.922357433898,2316.0146797494413,8188.922357433898,488,95759.91043363187
344,ebola,56,cases,2.0,0.0,0.9,341.3969609454453,117.59440980483659,36.574198760905865,117.59440980483659,182,83719.20712446721
345,ebola,56,cases,2.0,1.0,0.25,72426.04092312956,22547.449733606183,9657.842131924055,22547.449733606183,334,92984.54827645609
346,ebola,56,cases,2.0,1.0,0.5,17722.02448766495,3962.979021699582,775.811809725986,3962.979021699582,700,98941.52972132526
347,ebola,56,cases,2.0,1.0,0.9,88.04398054170477,29.941120869862296,11.482406784083613,29.941120869862296,124,83411.09978185981
348,ebola,56,cases,2.0,2.0,0.25,71071.17829878052,21723.566195162264,9036.561871338832,21723.566195162264,348,95303.65311756583
349,ebola,56,cases,2.0,2.0,0.5,10439.456675295025,2208.1295468267904,306.8321089988829,2208.1295468267904,956,99643.31388204942
350,ebola,56,cases,2.0,2.0,0.9,41.90001794869244,14.038546312166662,6.365364898278612,14.038546312166662,94,83305.42070583405
351,ebola,56,deaths,0.0,0.0,0.25,88643.4473786162,34570.57800035722,18096.393880366915,34570.57800035722,248,0.0
352,ebola,56,deaths,0.0,0.0,0.5,88643.4473786162,34570.57800035722,18096.393880366915,34570.57800035722,248,0.0
353,ebola,56,deaths,0.0,0.0,0.9,88643.4473786162,34570.57800035722,18096.393880366915,34570.57800035722,248,0.0
354,ebola,56,deaths,0.0,1.0,0.25,81964.49319410582,29038.03255394134,14191.528755794672,29038.03255394134,276,54598.28806630604
355,ebola,56,deaths,0.0,1.0,0.5,66716.54910023988,21524.56380656005,9064.971109488979,21524.56380656005,318,62222.83714746397
356,ebola,56,deaths,0.0,1.0,0.9,16998.025036445437,6003.334774431217,1597.6293405446168,6003.334774431217,321,75048.74416548818
357,ebola,56,deaths,0.0,2.0,0.25,77489.10121003003,25808.233171461055,11887.271472991837,25808.233171461055,300,74198.33153881316
358,ebola,56,deaths,0.0,2.0,0.5,44067.3118685799,11975.046656756698,3803.7870403499774,11975.046656756698,428,85963.61574696154
359,ebola,56,deaths,0.0,2.0,0.9,774.7422055520791,267.24974632133194,82.72488644659617,267.24974632133194,203,85193.51271294574
360,ebola,56,deaths,1.0,0.0,0.25,80748.85458345301,28137.86550365403,13596.566738325586,28137.86550365403,281,65063.90862117869
361,ebola,56,deaths,1.0,0.0,0.5,62905.10672333004,19700.90157646042,7994.364921878798,19700.90157646042,331,71329.72941896332
362,ebola,56,deaths,1.0,0.0,0.9,10517.06471572707,3692.141254975411,910.2238988616782,3692.141254975411,324,77968.13107742125
363,ebola,56,deaths,1.0,1.0,0.25,76219.71208730199,24965.71918641393,11358.49189314996,24965.71918641393,306,82208.0131366947
364,ebola,56,deaths,1.0,1.0,0.5,38745.323899787865,10127.580060868197,3053.7164683438914,10127.580060868197,452,92070.80355621065
365,ebola,56,deaths,1.0,1.0,0.9,513.2011304562266,176.90510436437143,54.849983798262585,176.90510436437143,192,84409.91880535852
366,ebola,56,deaths,1.0,2.0,0.25,73477.68710049737,23191.4567489742,10075.135486218682,23191.4567489742,326,89332.75398455067
367,ebola,56,deaths,1.0,2.0,0.5,21894.77350085799,5052.011123063997,1074.1838034484094,5052.011123063997,634,97880.21123491584
368,ebola,56,deaths,1.0,2.0,0.9,147.4210810730229,50.254522506348444,19.274504297282693,50.254522506348444,136,85602.97848869806
369,ebola,56,deaths,2.0,0.0,0.25,74830.09205490538,24066.91940258669,10779.803317485292,24066.91940258669,314,88175.68738900809
370,ebola,56,deaths,2.0,0.0,0.5,32738.8827593432,8188.922357433898,2316.0146797494413,8188.922357433898,488,95759.91043363187
371,ebola,56,deaths,2.0,0.0,0.9,341.3969609454453,117.59440980483659,36.574198760905865,117.59440980483659,182,83719.20712446721
372,ebola,56,deaths,2.0,1.0,0.25,72307.5330117803,22476.32350373936,9616.089679731056,22476.32350373936,334,93252.11422210332
373,ebola,56,deaths,2.0,1.0,0.5,17167.26571299873,3822.4508342096983,747.507925870593,3822.4508342096983,705,99015.91383648613
374,ebola,56,deaths,2.0,1.0,0.9,108.91990988479644,37.06878136969273,14.323877005092063,37.06878136969273,128,84621.61192613556
375,ebola,56,deaths,2.0,2.0,0.25,70853.10061049777,21594.94418407836,8950.121496963642,21594.94418407836,348,95691.65112934858
376,ebola,56,deaths,2.0,2.0,0.5,9872.925538447234,2078.77883255172,285.178991815111,2078.77883255172,972,99681.12517508438
377,ebola,56,deaths,2.0,2.0,0.9,58.57713537988138,19.69360914349904,8.938731027056745,19.69360914349904,101,85489.05818344826
378,ebola,28,cases,0.0,0.0,0.25,88643.4473786162,34570.57800035722,18096.393880366915,34570.57800035722,248,0.0
379,ebola,28,cases,0.0,0.0,0.5,88643.4473786162,34570.57800035722,18096.393880366915,34570.57800035722,248,0.0
380,ebola,28,cases,0.0,0.0,0.9,88643.4473786162,34570.57800035722,18096.393880366915,34570.57800035722,248,0.0
381,ebola,28,cases,0.0,1.0,0.25,81956.0568881295,29019.99473614784,14127.846699237374,29019.99473614784,278,52263.92198487172
382,ebola,28,cases,0.0,1.0,0.5,66790.14478913006,21546.115418244903,8914.425003665187,21546.115418244903,326,58302.28301639065
383,ebola,28,cases,0.0,1.0,0.9,12344.368781225796,4344.103766596767,1049.0058216803723,4344.103766596767,338,74890.75223250945
384,ebola,28,cases,0.0,2.0,0.25,77902.11917406923,26078.9494036229,12018.418853605428,26078.9494036229,301,70647.89318395265
385,ebola,28,cases,0.0,2.0,0.5,47163.86759518346,13103.3347729649,4120.628527852927,13103.3347729649,432,80888.45400539198
386,ebola,28,cases,0.0,2.0,0.9,404.1941432113301,139.50033294646926,40.99047487949944,139.50033294646926,195,81634.26274993188
387,ebola,28,cases,1.0,0.0,0.25,80748.85458345301,28137.86550365403,13596.566738325586,28137.86550365403,281,65063.90862117869
388,ebola,28,cases,1.0,0.0,0.5,62905.10672333004,19700.90157646042,7994.364921878798,19700.90157646042,331,71329.72941896332
389,ebola,28,cases,1.0,0.0,0.9,10517.06471572707,3692.141254975411,910.2238988616782,3692.141254975411,324,77968.13107742125
390,ebola,28,cases,1.0,1.0,0.25,76377.68698884838,25065.1646170217,11399.178563445452,25065.1646170217,307,81136.32491962862
391,ebola,28,cases,1.0,1.0,0.5,40035.25693862303,10562.434362095835,3157.125140127664,10562.434362095835,454,90887.34047360023
392,ebola,28,cases,1.0,1.0,0.9,370.60359419356917,127.77808213759155,38.66439408582663,127.77808213759155,188,82689.87100914275
393,ebola,28,cases,1.0,2.0,0.25,73878.78465894313,23438.2209311398,10218.10182184762,23438.2209311398,326,87913.59095425726
394,ebola,28,cases,1.0,2.0,0.5,24572.589297384213,5784.781712061575,1252.3758018329838,5784.781712061575,617,97054.5217881403
395,ebola,28,cases,1.0,2.0,0.9,92.2987157584396,31.421861482271858,11.788874395278858,31.421861482271858,127,82554.74812258896
396,ebola,28,cases,2.0,0.0,0.25,74830.09205490538,24066.91940258669,10779.803317485292,24066.91940258669,314,88175.68738900809
397,ebola,28,cases,2.0,0.0,0.5,32738.8827593432,8188.922357433898,2316.0146797494413,8188.922357433898,488,95759.91043363187
398,ebola,28,cases,2.0,0.0,0.9,341.3969609454453,117.59440980483659,36.574198760905865,117.59440980483659,182,83719.20712446721
399,ebola,28,cases,2.0,1.0,0.25,72471.2957012404,22574.917166639098,9675.484149382622,22574.917166639098,333,92866.68271630001
400,ebola,28,cases,2.0,1.0,0.5,18028.540408667253,4040.9226013741663,797.5627807456015,4040.9226013741663,694,98900.83005013858
401,ebola,28,cases,2.0,1.0,0.9,88.35080913958541,30.04546206765983,11.494409095353825,30.04546206765983,124,83167.34207494569
402,ebola,28,cases,2.0,2.0,0.25,71140.02594315758,21764.40890284812,9065.395027036084,21764.40890284812,347,95166.42650183688
403,ebola,28,cases,2.0,2.0,0.5,10820.407093336384,2295.492321001218,325.72783902074474,2295.492321001218,938,99617.07422781219
404,ebola,28,cases,2.0,2.0,0.9,42.060490545062194,14.09123404143073,6.369008744939515,14.09123404143073,94,82915.86130694255
405,ebola,28,deaths,0.0,0.0,0.25,88643.4473786162,34570.57800035722,18096.393880366915,34570.57800035722,248,0.0
406,ebola,28,deaths,0.0,0.0,0.5,88643.4473786162,34570.57800035722,18096.393880366915,34570.57800035722,248,0.0
