,pathogen,memory_window,behaviour_function,r,alpha,vaccine_efficacy,final_cases,final_deaths,peak_cases,peak_deaths,epidemic_duration,vaccinations_administered
207,influenza,0,cases,1.0,2.0,0.25,26667.709936972336,2.0896954374445644,1199.9893188510755,2.0896954374445644,582,98896.88885117526
208,influenza,0,cases,1.0,2.0,0.5,157.5014460983793,0.01171634482201844,9.124078480469384,0.01171634482201844,211,91303.05856105052
209,influenza,0,cases,1.0,2.0,0.9,20.447610040393744,0.0018354007619660868,2.731637432662067,0.0018354007619660868,67,62252.34668463848
210,influenza,0,cases,2.0,0.0,0.25,27516.290461093322,2.1717968342999394,1352.8764616487135,2.1717968342999394,541,99544.46084024882
211,influenza,0,cases,2.0,0.0,0.5,407.0098163313664,0.030380393304993418,21.504557977190714,0.030380393304993418,270,93277.28762588264
212,influenza,0,cases,2.0,0.0,0.9,41.823864203685616,0.003844355641728227,4.364005103276373,0.003844355641728227,98,62467.69916278379
213,influenza,0,cases,2.0,0.5,0.25,25642.46952553172,1.9930632242374513,1130.5158318555395,1.9930632242374513,588,99806.27973049869
214,influenza,0,cases,2.0,0.5,0.5,216.07795924093904,0.01608779017290273,12.384189489529644,0.01608779017290273,227,92892.79733290881
215,influenza,0,cases,2.0,0.5,0.9,27.422905938547373,0.0024901365591958966,3.2863996051323334,0.0024901365591958966,79,62418.59662969057
216,influenza,0,cases,2.0,1.0,0.25,24445.55166444325,1.8813403613308042,991.9190742795761,1.8813403613308042,628,99904.40542173189
217,influenza,0,cases,2.0,1.0,0.5,136.02317148321364,0.010106602948257026,8.426439935351487,0.010106602948257026,195,92547.47173019058
218,influenza,0,cases,2.0,1.0,0.9,20.1269914675335,0.0018042750227842083,2.717044344157385,0.0018042750227842083,66,62276.38577169128
219,influenza,0,cases,2.0,1.5,0.25,23655.148453039616,1.808593346560242,901.6030639602898,1.808593346560242,661,99946.48311579315
220,influenza,0,cases,2.0,1.5,0.5,95.27266049670105,0.0070647721987304275,6.347153369858191,0.0070647721987304275,171,92308.20050287028
221,influenza,0,cases,2.0,1.5,0.9,15.868426423901793,0.0014052088613239948,2.370055371933504,0.0014052088613239948,57,62371.88228202731
222,influenza,0,cases,2.0,2.0,0.25,23116.10325892653,1.7594455650118916,840.4251170118181,1.7594455650118916,688,99966.87996013557
223,influenza,0,cases,2.0,2.0,0.5,71.61504544286178,0.005300149643337607,5.108876721487583,0.005300149643337607,152,92102.2470595414
224,influenza,0,cases,2.0,2.0,0.9,13.075011714709385,0.0011432014380436835,2.1381592318514278,0.0011432014380436835,50,62320.47137235625
225,influenza,0,deaths,0.0,0.0,0.25,58283.224719452446,5.8282444869032926,6302.594576046175,5.8282444869032926,328,0.0
226,influenza,0,deaths,0.0,0.0,0.5,58283.224719452446,5.8282444869032926,6302.594576046175,5.8282444869032926,328,0.0
227,influenza,0,deaths,0.0,0.0,0.9,58283.224719452446,5.8282444869032926,6302.594576046175,5.8282444869032926,328,0.0
228,influenza,0,deaths,0.0,0.5,0.25,49331.68864568918,4.6145787522893595,4485.091662136907,4.6145787522893595,358,52328.25187159799
229,influenza,0,deaths,0.0,0.5,0.5,34661.33530234647,3.0877819998910017,2500.1251151729966,3.0877819998910017,393,58303.696987668125
230,influenza,0,deaths,0.0,0.5,0.9,7539.413386149145,0.7175797635343378,423.92915780285796,0.7175797635343378,362,58331.225507366165
231,influenza,0,deaths,0.0,1.0,0.25,42415.07931404558,3.7638204759084726,3283.230229796438,3.7638204759084726,395,75208.11231947172
232,influenza,0,deaths,0.0,1.0,0.5,12364.573844572244,0.9853573286271409,588.3603392415314,0.9853573286271409,458,84241.52320549116
233,influenza,0,deaths,0.0,1.0,0.9,497.6605033367265,0.04682247995122923,34.53267958028161,0.04682247995122923,216,64138.425454364
234,influenza,0,deaths,0.0,1.5,0.25,37276.17101764215,3.1783699156756136,2498.0086178246747,3.1783699156756136,434,85822.44480765171
235,influenza,0,deaths,0.0,1.5,0.5,2928.043647454855,0.2220731572852953,127.57439259726863,0.2220731572852953,413,90682.39832777705
236,influenza,0,deaths,0.0,1.5,0.9,156.8519988103016,0.014650679552645166,13.386029592334076,0.014650679552645166,152,65335.91440519962
237,influenza,0,deaths,0.0,2.0,0.25,33514.36164530073,2.7740892975229006,1979.1015149633404,2.7740892975229006,474,91128.11707048223
238,influenza,0,deaths,0.0,2.0,0.5,962.402719978136,0.07214120230614413,46.11047525167173,0.07214120230614413,333,92020.5995920681
239,influenza,0,deaths,0.0,2.0,0.9,82.8475687608828,0.007678664854975234,8.243037511895702,0.007678664854975234,119,66184.18436052279
240,influenza,0,deaths,1.0,0.0,0.25,39110.535590713145,3.3839587406630995,2828.7005654740624,3.3839587406630995,411,87043.73041908268
241,influenza,0,deaths,1.0,0.0,0.5,7095.380944309302,0.5502354426623874,317.4372748437288,0.5502354426623874,450,89432.51515945759
242,influenza,0,deaths,1.0,0.0,0.9,261.4449186339507,0.024562522881118976,18.256588388763667,0.024562522881118976,195,62276.99378871326
243,influenza,0,deaths,1.0,0.5,0.25,33966.756807940066,2.82266857207013,2107.543030908372,2.82266857207013,456,94365.25678261067
244,influenza,0,deaths,1.0,0.5,0.5,1649.0153627070104,0.12415947523643396,74.955036419222,0.12415947523643396,373,92380.2477576448
245,influenza,0,deaths,1.0,0.5,0.9,99.69551381966967,0.009289054761914965,8.63336799331671,0.009289054761914965,138,63497.39034834944
246,influenza,0,deaths,1.0,1.0,0.25,30423.382400712326,2.457750560421347,1654.056636210173,2.457750560421347,501,97270.57167574119
247,influenza,0,deaths,1.0,1.0,0.5,622.7340808909747,0.04656672108187704,31.378422587936775,0.04656672108187704,300,92844.40399751894
248,influenza,0,deaths,1.0,1.0,0.9,58.352972323038536,0.005390858114036435,5.912480611004114,0.005390858114036435,109,64519.1680527742
249,influenza,0,deaths,1.0,1.5,0.25,27993.079391087234,2.217468191193091,1362.5377711090543,2.217468191193091,544,98531.69651357147
250,influenza,0,deaths,1.0,1.5,0.5,325.9136647300158,0.024294688549224806,18.159625539190213,0.024294688549224806,250,93078.69666834136
251,influenza,0,deaths,1.0,1.5,0.9,40.95241852978483,0.003750624338531472,4.69542432417161,0.003750624338531472,91,65277.59230160524
252,influenza,0,deaths,1.0,2.0,0.25,26311.348926558403,2.055880394405856,1169.5579293887754,2.055880394405856,583,99128.31375860784
253,influenza,0,deaths,1.0,2.0,0.5,205.36565283020224,0.01527397953862519,12.515034166943716,0.01527397953862519,215,93300.67996037335
254,influenza,0,deaths,1.0,2.0,0.9,31.725668114000296,0.002881593207763764,4.020409128778337,0.002881593207763764,79,66029.88484821412
255,influenza,0,deaths,2.0,0.0,0.25,27516.290461093322,2.1717968342999394,1352.8764616487135,2.1717968342999394,541,99544.46084024882
256,influenza,0,deaths,2.0,0.0,0.5,407.0098163313664,0.030380393304993418,21.504557977190714,0.030380393304993418,270,93277.28762588264
257,influenza,0,deaths,2.0,0.0,0.9,41.823864203685616,0.003844355641728227,4.364005103276373,0.003844355641728227,98,62467.69916278379
258,influenza,0,deaths,2.0,0.5,0.25,25610.589630690956,1.9900804477437282,1128.655130885786,1.9900804477437282,587,99815.76144816981
259,influenza,0,deaths,2.0,0.5,0.5,234.1729395746936,0.017435358020351604,13.599599682402502,0.017435358020351604,228,93349.2492305757
260,influenza,0,deaths,2.0,0.5,0.9,31.16930239429314,0.0028396812238235336,3.678507029728382,0.0028396812238235336,83,63573.096494147365
261,influenza,0,deaths,2.0,1.0,0.25,24379.010566375673,1.8752039551492106,986.5291119313788,1.8752039551492106,627,99913.65349925499
262,influenza,0,deaths,2.0,1.0,0.5,156.9788398984324,0.011663962765193714,9.920237977302433,0.011663962765193714,198,93457.77553040603
263,influenza,0,deaths,2.0,1.0,0.9,25.029305779019104,0.002258726655397162,3.2736362893571624,0.002258726655397162,72,64142.123872971526
264,influenza,0,deaths,2.0,1.5,0.25,23565.282391306333,1.800390768699757,893.4283125234494,1.800390768699757,660,99953.67014236572
265,influenza,0,deaths,2.0,1.5,0.5,115.69026548223462,0.00857976612941231,7.881153052237337,0.00857976612941231,176,93635.04906865532
266,influenza,0,deaths,2.0,1.5,0.9,21.21426594349855,0.0019004118293578765,3.0080918465771673,0.0019004118293578765,65,65243.231172532694
267,influenza,0,deaths,2.0,2.0,0.25,23017.393681563033,1.7504999016385479,831.0229460598267,1.7504999016385479,687,99972.31944156562
268,influenza,0,deaths,2.0,2.0,0.5,90.55786693342694,0.006704659704644801,6.6076401365875,0.006704659704644801,158,93730.08621621497
269,influenza,0,deaths,2.0,2.0,0.9,18.54371507418828,0.0016474554940014484,2.826227317750641,0.0016474554940014484,59,65782.64392898334
